group	cluster	cluster_start	cluster_end	seqnames	strand	cluster_width	cluster_peak	cluster_total_count	hpi	cell_line	meta_cluster
C6_6h	1078	124756	124757	LT934125.1	+	2	124756	6382.061233	6h	C6	1228
NRK_2h	1078	124756	124756	LT934125.1	+	1	124756	9708.737864	2h	NRK	1228
PC_12_1.5h	1078	124756	124756	LT934125.1	+	1	124756	8849.557522	1.5h	PC_12	1228
PC_12_1h	1078	124756	124756	LT934125.1	+	1	124756	2227.171492	1h	PC_12	1228
PC_12_2.5h	1078	124756	124757	LT934125.1	+	2	124756	7401.9245	2.5h	PC_12	1228
PC_12_2h	1078	124756	124757	LT934125.1	+	2	124756	2668.445631	2h	PC_12	1228
PK_15_2h	1078	124756	124764	LT934125.1	+	9	124756	6517.016656	2h	PK_15	1228
NRK_1h	1078	124764	124764	LT934125.1	+	1	124764	10101.010101	1h	NRK	1228
PC_12_2.5h	1079	124865	124880	LT934125.1	+	16	124865	1480.3849	2.5h	PC_12	1229
PC_12_8h	1081	124891	124980	LT934125.1	+	90	124937	470.24892	8h	PC_12	1230
C6_2h	1080	124893	124893	LT934125.1	+	1	124893	1172.332943	2h	C6	1230
C6_1h	1081	124937	124937	LT934125.1	+	1	124937	1540.832049	1h	C6	1230
PC_12_12h	1081	124958	124958	LT934125.1	+	1	124958	40.953675	12h	PC_12	1230
PK_15_2h	1081	124958	124958	LT934125.1	+	1	124958	362.056481	2h	PK_15	1230
PC_12_12h	1083	125003	125105	LT934125.1	+	103	125058	177.465922	12h	PC_12	1231
PC_12_6h	1083	125003	125107	LT934125.1	+	105	125058	293.161342	6h	PC_12	1231
PK_15_8h	1082	125003	125003	LT934125.1	+	1	125003	35.087873	8h	PK_15	1231
PC_12_8h	1084	125027	125122	LT934125.1	+	96	125104	595.648632	8h	PC_12	1231
C6_8h	1084	125054	125104	LT934125.1	+	51	125104	225.9887	8h	C6	1231
C6_6h	1083	125058	125061	LT934125.1	+	4	125058	172.488142	6h	C6	1231
PK_15_2h	1083	125058	125058	LT934125.1	+	1	125058	362.056481	2h	PK_15	1231
PK_15_1h	1084	125090	125090	LT934125.1	+	1	125090	2923.976608	1h	PK_15	1231
C6_12h	1084	125098	125104	LT934125.1	+	7	125104	69.93545	12h	C6	1231
PK_15_12h	1084	125098	125104	LT934125.1	+	7	125104	64.073226	12h	PK_15	1231
C6_4h	1084	125104	125104	LT934125.1	+	1	125104	525.486075	4h	C6	1231
PK_15_12h	1085	125137	125229	LT934125.1	+	93	125225	10679.633868	12h	PK_15	1232
PC_12_8h	1085	125152	125227	LT934125.1	+	76	125225	20032.603926	8h	PC_12	1232
C6_12h	1085	125177	125229	LT934125.1	+	53	125225	34282.357385	12h	C6	1232
PK_15_6h	1085	125177	125229	LT934125.1	+	53	125225	14024.306645	6h	PK_15	1232
PC_12_4h	1085	125183	125228	LT934125.1	+	46	125225	18470.186712	4h	PC_12	1232
PK_15_2h	1085	125192	125230	LT934125.1	+	39	125225	36567.704562	2h	PK_15	1232
C6_8h	1085	125193	125229	LT934125.1	+	37	125225	38644.067797	8h	C6	1232
PK_15_4h	1085	125208	125229	LT934125.1	+	22	125225	34464.561176	4h	PK_15	1232
NRK_2h	1085	125217	125225	LT934125.1	+	9	125223	45307.443366	2h	NRK	1232
PC_12_6h	1085	125217	125229	LT934125.1	+	13	125225	17909.493098	6h	PC_12	1232
PK_15_8h	1085	125217	125229	LT934125.1	+	13	125225	13478.129291	8h	PK_15	1232
C6_2h	1085	125221	125227	LT934125.1	+	7	125223	36342.32122	2h	C6	1232
PC_12_1.5h	1085	125221	125225	LT934125.1	+	5	125225	46460.176991	1.5h	PC_12	1232
PC_12_12h	1085	125221	125229	LT934125.1	+	9	125225	16210.829518	12h	PC_12	1232
C6_1h	1085	125222	125236	LT934125.1	+	15	125223	55469.953774	1h	C6	1232
PC_12_1h	1085	125222	125225	LT934125.1	+	4	125225	66815.144766	1h	PC_12	1232
C6_4h	1085	125223	125230	LT934125.1	+	8	125225	32580.136628	4h	C6	1232
C6_6h	1085	125223	125229	LT934125.1	+	7	125225	27511.858559	6h	C6	1232
NRK_1h	1085	125223	125225	LT934125.1	+	3	125223	70707.070707	1h	NRK	1232
PC_12_2.5h	1085	125223	125232	LT934125.1	+	10	125223	46632.124352	2.5h	PC_12	1232
PC_12_2h	1085	125223	125229	LT934125.1	+	7	125225	45363.575718	2h	PC_12	1232
PK_15_1h	1085	125223	125225	LT934125.1	+	3	125225	8771.929824	1h	PK_15	1232
PC_12_0.5h	1085	125225	125227	LT934125.1	+	3	125225	96774.193548	0.5h	PC_12	1232
C6_8h	1086	125329	125373	LT934125.1	+	45	125373	225.9887	8h	C6	1233
PC_12_8h	1088	125331	125424	LT934125.1	+	94	125424	313.49928	8h	PC_12	1233
PC_12_6h	1086	125343	125373	LT934125.1	+	31	125373	266.510313	6h	PC_12	1233
PK_15_8h	1086	125343	125373	LT934125.1	+	31	125373	87.719683	8h	PK_15	1233
PC_12_12h	1086	125373	125373	LT934125.1	+	1	125373	88.732962	12h	PC_12	1233
PK_15_12h	1086	125373	125373	LT934125.1	+	1	125373	38.901602	12h	PK_15	1233
PK_15_4h	1086	125373	125415	LT934125.1	+	43	125373	202.971504	4h	PK_15	1233
PK_15_6h	1086	125373	125373	LT934125.1	+	1	125373	80.645812	6h	PK_15	1233
PC_12_4h	1087	125398	125398	LT934125.1	+	1	125398	100.38145	4h	PC_12	1233
C6_12h	1089	125446	125493	LT934125.1	+	48	125473	146.864445	12h	C6	1234
C6_4h	1088	125446	125446	LT934125.1	+	1	125446	525.486075	4h	C6	1234
PK_15_6h	1089	125449	125484	LT934125.1	+	36	125484	64.516649	6h	PK_15	1234
C6_6h	1089	125463	125493	LT934125.1	+	31	125493	344.976283	6h	C6	1234
PC_12_12h	1089	125478	125478	LT934125.1	+	1	125478	40.953675	12h	PC_12	1234
PK_15_12h	1089	125478	125506	LT934125.1	+	29	125506	34.324943	12h	PK_15	1234
PC_12_2h	1089	125481	125481	LT934125.1	+	1	125481	667.111408	2h	PC_12	1234
PK_15_2h	1090	125553	125553	LT934125.1	+	1	125553	362.056481	2h	PK_15	1235
PC_12_2h	1091	125589	125589	LT934125.1	+	1	125589	667.111408	2h	PC_12	1236
C6_6h	1091	125599	125599	LT934125.1	+	1	125599	86.244071	6h	C6	1237
PC_12_4h	1091	125604	125604	LT934125.1	+	1	125604	100.38145	4h	PC_12	1238
PK_15_12h	1091	125607	125638	LT934125.1	+	32	125626	48.054921	12h	PK_15	1239
PC_12_6h	1091	125609	125641	LT934125.1	+	33	125638	133.255156	6h	PC_12	1239
C6_12h	1091	125626	125638	LT934125.1	+	13	125626	55.94836	12h	C6	1239
PK_15_6h	1091	125626	125626	LT934125.1	+	1	125626	16.129162	6h	PK_15	1239
PC_12_8h	1091	125631	125637	LT934125.1	+	7	125637	94.049784	8h	PC_12	1239
PC_12_1.5h	1091	125653	125653	LT934125.1	+	1	125653	2212.389381	1.5h	PC_12	1240
PC_12_8h	1093	125673	126053	LT934125.1	+	381	125804	2131.795104	8h	PC_12	1241
PK_15_8h	1092	125679	125729	LT934125.1	+	51	125729	65.789762	8h	PK_15	1241
C6_1h	1092	125701	125701	LT934125.1	+	1	125701	1540.832049	1h	C6	1241
C6_6h	1092	125715	125729	LT934125.1	+	15	125729	258.732212	6h	C6	1241
PC_12_12h	1092	125715	125729	LT934125.1	+	15	125715	75.081737	12h	PC_12	1241
PK_15_12h	1092	125715	125729	LT934125.1	+	15	125729	73.226545	12h	PK_15	1241
PC_12_4h	1092	125721	125721	LT934125.1	+	1	125721	200.762899	4h	PC_12	1241
C6_8h	1092	125729	125753	LT934125.1	+	25	125729	290.5569	8h	C6	1241
PK_15_2h	1092	125729	125729	LT934125.1	+	1	125729	362.056481	2h	PK_15	1241
PK_15_6h	1092	125729	125784	LT934125.1	+	56	125729	137.097879	6h	PK_15	1241
PC_12_2h	1092	125732	125747	LT934125.1	+	16	125732	1334.222816	2h	PC_12	1241
C6_12h	1094	125784	125972	LT934125.1	+	189	125905	440.593335	12h	C6	1241
PK_15_12h	1094	125818	125874	LT934125.1	+	57	125838	82.379863	12h	PK_15	1241
PK_15_8h	1094	125838	125866	LT934125.1	+	29	125866	74.56173	8h	PK_15	1241
C6_1h	1094	125844	125844	LT934125.1	+	1	125844	1540.832049	1h	C6	1241
PK_15_2h	1094	125866	125866	LT934125.1	+	1	125866	362.056481	2h	PK_15	1241
PC_12_4h	1094	125884	125885	LT934125.1	+	2	125884	200.7629	4h	PC_12	1241
PC_12_2.5h	1094	125889	125889	LT934125.1	+	1	125889	740.19245	2.5h	PC_12	1241
PC_12_6h	1094	125905	125938	LT934125.1	+	34	125926	186.557218	6h	PC_12	1241
C6_8h	1095	125917	126047	LT934125.1	+	131	126005	613.3979	8h	C6	1241
PC_12_1.5h	1094	125927	125927	LT934125.1	+	1	125927	2212.389381	1.5h	PC_12	1241
PK_15_1h	1094	125928	125928	LT934125.1	+	1	125928	2923.976608	1h	PK_15	1241
PC_12_2h	1095	125985	125985	LT934125.1	+	1	125985	667.111408	2h	PC_12	1241
C6_12h	1095	126005	126062	LT934125.1	+	58	126005	139.8709	12h	C6	1241
PK_15_6h	1095	126005	126005	LT934125.1	+	1	126005	24.193743	6h	PK_15	1241
PK_15_8h	1095	126005	126047	LT934125.1	+	43	126005	52.631809	8h	PK_15	1241
C6_8h	1096	126194	126194	LT934125.1	+	1	126194	32.2841	8h	C6	1242
PC_12_8h	1097	126375	126375	LT934125.1	+	1	126375	31.349928	8h	PC_12	1243
PC_12_6h	1098	126469	126469	LT934125.1	+	1	126469	26.651031	6h	PC_12	1244
PC_12_4h	1099	126800	126800	LT934125.1	+	1	126800	100.38145	4h	PC_12	1245
PC_12_8h	1099	126805	126805	LT934125.1	+	1	126805	31.349928	8h	PC_12	1246
C6_6h	1099	126808	126825	LT934125.1	+	18	126808	172.488142	6h	C6	1247
PC_12_6h	1099	126815	126815	LT934125.1	+	1	126815	26.651031	6h	PC_12	1247
C6_12h	1099	126825	126825	LT934125.1	+	1	126825	34.967725	12h	C6	1247
PC_12_2h	1099	126837	126837	LT934125.1	+	1	126837	667.111408	2h	PC_12	1248
PK_15_6h	1099	126842	126842	LT934125.1	+	1	126842	24.193743	6h	PK_15	1249
PK_15_4h	1099	126858	126858	LT934125.1	+	1	126858	40.594301	4h	PK_15	1250
C6_8h	1099	126873	126873	LT934125.1	+	1	126873	32.2841	8h	C6	1251
PK_15_2h	1100	126928	126928	LT934125.1	+	1	126928	362.056481	2h	PK_15	1252
PK_15_6h	1100	126946	126946	LT934125.1	+	1	126946	16.129162	6h	PK_15	1253
C6_12h	1101	127138	127138	LT934125.1	+	1	127138	27.97418	12h	C6	1254
PC_12_6h	1101	127138	127138	LT934125.1	+	1	127138	26.651031	6h	PC_12	1254
C6_6h	1101	127147	127147	LT934125.1	+	1	127147	86.244071	6h	C6	1255
PC_12_6h	1102	127568	127568	LT934125.1	+	1	127568	26.651031	6h	PC_12	1256
PC_12_8h	1103	127788	127788	LT934125.1	+	1	127788	31.349928	8h	PC_12	1257
C6_12h	1104	127862	127862	LT934125.1	+	1	127862	20.980635	12h	C6	1258
PC_12_8h	1105	127999	128111	LT934125.1	+	113	128083	1975.04546	8h	PC_12	1259
C6_12h	1105	128007	128115	LT934125.1	+	109	128083	1111.973651	12h	C6	1259
PK_15_6h	1105	128007	128111	LT934125.1	+	105	128083	750.006046	6h	PK_15	1259
PC_12_2.5h	1105	128008	128008	LT934125.1	+	1	128008	740.19245	2.5h	PC_12	1259
PC_12_6h	1105	128014	128093	LT934125.1	+	80	128018	559.671654	6h	PC_12	1259
PK_15_4h	1105	128015	128136	LT934125.1	+	122	128079	893.07462	4h	PK_15	1259
C6_8h	1105	128031	128083	LT934125.1	+	53	128047	387.4092	8h	C6	1259
PC_12_12h	1105	128032	128105	LT934125.1	+	74	128061	832.724715	12h	PC_12	1259
PC_12_2h	1105	128032	128032	LT934125.1	+	1	128032	667.111408	2h	PC_12	1259
PK_15_8h	1105	128037	128115	LT934125.1	+	79	128079	688.599511	8h	PK_15	1259
PK_15_12h	1105	128041	128083	LT934125.1	+	43	128083	148.741419	12h	PK_15	1259
C6_6h	1105	128051	128079	LT934125.1	+	29	128061	948.684778	6h	C6	1259
C6_4h	1105	128057	128079	LT934125.1	+	23	128057	1576.458225	4h	C6	1259
PK_15_2h	1105	128061	128061	LT934125.1	+	1	128061	362.056481	2h	PK_15	1259
PC_12_4h	1105	128079	128084	LT934125.1	+	6	128079	301.144349	4h	PC_12	1259
PC_12_8h	1106	128161	128190	LT934125.1	+	30	128185	1379.396828	8h	PC_12	1260
PC_12_12h	1106	128182	128221	LT934125.1	+	40	128185	505.09532	12h	PC_12	1260
C6_12h	1106	128184	128199	LT934125.1	+	16	128189	944.128569	12h	C6	1260
PC_12_6h	1106	128184	128221	LT934125.1	+	38	128185	692.926816	6h	PC_12	1260
C6_6h	1106	128185	128195	LT934125.1	+	11	128185	344.976283	6h	C6	1260
C6_8h	1106	128185	128212	LT934125.1	+	28	128189	677.966101	8h	C6	1260
PC_12_2h	1106	128185	128189	LT934125.1	+	5	128185	1334.222816	2h	PC_12	1260
PC_12_4h	1106	128185	128190	LT934125.1	+	6	128185	702.670147	4h	PC_12	1260
PK_15_12h	1106	128185	128189	LT934125.1	+	5	128185	66.361556	12h	PK_15	1260
PK_15_4h	1106	128185	128225	LT934125.1	+	41	128185	690.103111	4h	PK_15	1260
PK_15_6h	1106	128185	128203	LT934125.1	+	19	128189	443.551963	6h	PK_15	1260
PK_15_8h	1106	128185	128189	LT934125.1	+	5	128185	315.790859	8h	PK_15	1260
C6_2h	1106	128189	128189	LT934125.1	+	1	128189	1172.332943	2h	C6	1260
C6_4h	1106	128189	128189	LT934125.1	+	1	128189	1050.972149	4h	C6	1260
PK_15_6h	1107	128364	128364	LT934125.1	+	1	128364	16.129162	6h	PK_15	1261
PC_12_8h	1107	128371	128371	LT934125.1	+	1	128371	31.349928	8h	PC_12	1262
C6_12h	1108	128411	128411	LT934125.1	+	1	128411	20.980635	12h	C6	1263
PC_12_8h	1109	129211	129211	LT934125.1	+	1	129211	31.349928	8h	PC_12	1264
PK_15_6h	1110	129579	129579	LT934125.1	+	1	129579	16.129162	6h	PK_15	1265
PK_15_4h	1110	129592	129592	LT934125.1	+	1	129592	81.188601	4h	PK_15	1266
PC_12_8h	1111	129901	129901	LT934125.1	+	1	129901	31.349928	8h	PC_12	1267
PC_12_6h	1112	129963	129963	LT934125.1	+	1	129963	26.651031	6h	PC_12	1268
PK_15_4h	1112	129984	129984	LT934125.1	+	1	129984	40.594301	4h	PK_15	1269
C6_8h	1113	130161	130161	LT934125.1	+	1	130161	32.2841	8h	C6	1270
PC_12_8h	1113	130179	130194	LT934125.1	+	16	130179	62.699856	8h	PC_12	1271
PK_15_8h	1113	130194	130194	LT934125.1	+	1	130194	21.929921	8h	PK_15	1271
C6_6h	1114	130291	130291	LT934125.1	+	1	130291	86.244071	6h	C6	1272
PC_12_8h	1115	130715	130715	LT934125.1	+	1	130715	31.349928	8h	PC_12	1273
PC_12_8h	1116	130853	130853	LT934125.1	+	1	130853	31.349928	8h	PC_12	1274
PC_12_6h	1117	131573	131573	LT934125.1	+	1	131573	26.651031	6h	PC_12	1275
PC_12_8h	1118	131659	131659	LT934125.1	+	1	131659	31.349928	8h	PC_12	1276
PC_12_8h	1119	132055	132055	LT934125.1	+	1	132055	31.349928	8h	PC_12	1277
PC_12_6h	1120	132357	132357	LT934125.1	+	1	132357	26.651031	6h	PC_12	1278
PC_12_0.5h	1121	132560	132560	LT934125.1	+	1	132560	32258.064516	0.5h	PC_12	1279
PC_12_2h	1122	132598	132616	LT934125.1	+	19	132598	2001.334224	2h	PC_12	1280
PC_12_4h	1122	132610	132614	LT934125.1	+	5	132610	200.7629	4h	PC_12	1280
PK_15_4h	1122	132613	132614	LT934125.1	+	2	132614	324.754405	4h	PK_15	1280
C6_12h	1122	132614	132614	LT934125.1	+	1	132614	27.97418	12h	C6	1280
C6_8h	1122	132614	132614	LT934125.1	+	1	132614	32.2841	8h	C6	1280
PC_12_12h	1122	132614	132614	LT934125.1	+	1	132614	68.256124	12h	PC_12	1280
PC_12_1h	1122	132614	132620	LT934125.1	+	7	132614	6681.514476	1h	PC_12	1280
PC_12_6h	1122	132614	132614	LT934125.1	+	1	132614	133.255157	6h	PC_12	1280
PC_12_8h	1122	132614	132618	LT934125.1	+	5	132614	219.449495	8h	PC_12	1280
PK_15_1h	1122	132614	132614	LT934125.1	+	1	132614	2923.976608	1h	PK_15	1280
PK_15_2h	1122	132614	132614	LT934125.1	+	1	132614	1086.169442	2h	PK_15	1280
PK_15_6h	1122	132614	132614	LT934125.1	+	1	132614	32.258325	6h	PK_15	1280
PK_15_8h	1122	132614	132614	LT934125.1	+	1	132614	39.473857	8h	PK_15	1280
PC_12_2.5h	1122	132618	132618	LT934125.1	+	1	132618	740.19245	2.5h	PC_12	1280
C6_12h	1123	132767	132767	LT934125.1	+	1	132767	20.980635	12h	C6	1281
C6_8h	1123	132767	132780	LT934125.1	+	14	132767	64.5682	8h	C6	1281
PC_12_2h	1124	132809	132809	LT934125.1	+	1	132809	667.111408	2h	PC_12	1282
PC_12_8h	1125	132936	132944	LT934125.1	+	9	132936	62.699856	8h	PC_12	1283
PK_15_2h	1126	133054	133054	LT934125.1	+	1	133054	362.056481	2h	PK_15	1284
PC_12_6h	1126	133072	133072	LT934125.1	+	1	133072	26.651031	6h	PC_12	1285
PC_12_8h	1127	133128	133128	LT934125.1	+	1	133128	31.349928	8h	PC_12	1286
C6_8h	1128	133397	133397	LT934125.1	+	1	133397	64.5682	8h	C6	1287
PC_12_8h	1129	133968	133968	LT934125.1	+	1	133968	62.699856	8h	PC_12	1288
PC_12_6h	1129	133971	133981	LT934125.1	+	11	133971	53.302062	6h	PC_12	1289
PK_15_4h	1129	133987	133987	LT934125.1	+	1	133987	40.594301	4h	PK_15	1290
PC_12_8h	1130	134280	134280	LT934125.1	+	1	134280	31.349928	8h	PC_12	1291
C6_8h	1131	134342	134342	LT934125.1	+	1	134342	32.2841	8h	C6	1292
PC_12_6h	1132	134950	134990	LT934125.1	+	41	134950	79.953093	6h	PC_12	1293
PC_12_4h	1132	134962	134972	LT934125.1	+	11	134962	200.7629	4h	PC_12	1293
C6_8h	1132	134972	134977	LT934125.1	+	6	134972	64.5682	8h	C6	1293
PK_15_12h	1132	134972	134990	LT934125.1	+	19	134972	27.459954	12h	PK_15	1293
PK_15_6h	1132	134972	134977	LT934125.1	+	6	134972	64.51665	6h	PK_15	1293
C6_12h	1132	134977	134990	LT934125.1	+	14	134977	41.96127	12h	C6	1293
PC_12_12h	1132	134977	134996	LT934125.1	+	20	134990	109.209799	12h	PC_12	1293
PC_12_8h	1132	134977	134996	LT934125.1	+	20	134990	219.449496	8h	PC_12	1293
C6_2h	1132	134990	134990	LT934125.1	+	1	134990	1172.332943	2h	C6	1293
PK_15_4h	1132	135000	135000	LT934125.1	+	1	135000	40.594301	4h	PK_15	1294
PC_12_2h	1133	135223	135223	LT934125.1	+	1	135223	667.111408	2h	PC_12	1295
C6_8h	1134	135261	135261	LT934125.1	+	1	135261	32.2841	8h	C6	1296
PC_12_8h	1134	135261	135267	LT934125.1	+	7	135261	94.049784	8h	PC_12	1296
C6_8h	1135	135380	135380	LT934125.1	+	1	135380	32.2841	8h	C6	1297
PC_12_6h	1136	135800	135800	LT934125.1	+	1	135800	26.651031	6h	PC_12	1298
PK_15_6h	1137	135883	135883	LT934125.1	+	1	135883	16.129162	6h	PK_15	1299
NRK_1h	1138	135995	135995	LT934125.1	+	1	135995	10101.010101	1h	NRK	1300
PK_15_4h	1139	136040	136104	LT934125.1	+	65	136055	365.348707	4h	PK_15	1301
PK_15_2h	1139	136055	136055	LT934125.1	+	1	136055	362.056481	2h	PK_15	1301
PK_15_6h	1140	136153	136174	LT934125.1	+	22	136158	1193.55801	6h	PK_15	1302
PK_15_2h	1140	136154	136161	LT934125.1	+	8	136158	13758.146271	2h	PK_15	1302
PK_15_1h	1140	136156	136162	LT934125.1	+	7	136158	184210.526315	1h	PK_15	1302
C6_12h	1140	136157	136174	LT934125.1	+	18	136158	1125.960739	12h	C6	1302
C6_8h	1140	136157	136174	LT934125.1	+	18	136158	1162.227602	8h	C6	1302
PC_12_1h	1140	136157	136180	LT934125.1	+	24	136157	6681.514476	1h	PC_12	1302
PC_12_4h	1140	136157	136178	LT934125.1	+	22	136158	602.288698	4h	PC_12	1302
PC_12_6h	1140	136157	136201	LT934125.1	+	45	136158	826.181973	6h	PC_12	1302
PK_15_12h	1140	136157	136161	LT934125.1	+	5	136158	485.125858	12h	PK_15	1302
PK_15_4h	1140	136157	136201	LT934125.1	+	45	136158	1907.932128	4h	PK_15	1302
PK_15_8h	1140	136157	136174	LT934125.1	+	18	136158	1763.165628	8h	PK_15	1302
C6_6h	1140	136158	136158	LT934125.1	+	1	136158	603.708495	6h	C6	1302
PC_12_0.5h	1140	136158	136158	LT934125.1	+	1	136158	32258.064516	0.5h	PC_12	1302
PC_12_12h	1140	136158	136174	LT934125.1	+	17	136158	1146.702887	12h	PC_12	1302
PC_12_2h	1140	136158	136158	LT934125.1	+	1	136158	667.111408	2h	PC_12	1302
PC_12_8h	1140	136158	136174	LT934125.1	+	17	136158	1003.197693	8h	PC_12	1302
PK_15_1h	1141	136270	136270	LT934125.1	+	1	136270	2923.976608	1h	PK_15	1303
PK_15_4h	1142	136289	136397	LT934125.1	+	109	136348	3937.647159	4h	PK_15	1304
PC_12_8h	1142	136292	136378	LT934125.1	+	87	136348	815.098127	8h	PC_12	1304
C6_8h	1142	136335	136352	LT934125.1	+	18	136348	451.977401	8h	C6	1304
PK_15_6h	1142	136335	136352	LT934125.1	+	18	136348	1854.853668	6h	PK_15	1304
PK_15_8h	1142	136335	136378	LT934125.1	+	44	136348	1232.461547	8h	PK_15	1304
C6_6h	1142	136338	136372	LT934125.1	+	35	136348	776.196637	6h	C6	1304
C6_12h	1142	136339	136352	LT934125.1	+	14	136348	1405.702538	12h	C6	1304
PC_12_12h	1142	136339	136351	LT934125.1	+	13	136348	525.572157	12h	PC_12	1304
PC_12_4h	1142	136339	136348	LT934125.1	+	10	136348	702.670147	4h	PC_12	1304
PC_12_6h	1142	136339	136351	LT934125.1	+	13	136348	533.020628	6h	PC_12	1304
PK_15_12h	1142	136339	136351	LT934125.1	+	13	136348	121.281465	12h	PK_15	1304
C6_2h	1142	136348	136348	LT934125.1	+	1	136348	1172.332943	2h	C6	1304
NRK_2h	1142	136348	136348	LT934125.1	+	1	136348	3236.245955	2h	NRK	1304
PC_12_2.5h	1142	136348	136348	LT934125.1	+	1	136348	740.19245	2.5h	PC_12	1304
PC_12_2h	1142	136348	136351	LT934125.1	+	4	136348	2001.334224	2h	PC_12	1304
PK_15_2h	1143	136438	136438	LT934125.1	+	1	136438	362.056481	2h	PK_15	1305
PK_15_1h	1144	136494	136506	LT934125.1	+	13	136494	5847.953216	1h	PK_15	1306
PK_15_6h	1144	136508	136531	LT934125.1	+	24	136508	56.452068	6h	PK_15	1307
PC_12_2h	1145	136587	136587	LT934125.1	+	1	136587	667.111408	2h	PC_12	1308
PK_15_4h	1146	136618	136673	LT934125.1	+	56	136618	487.131609	4h	PK_15	1309
PC_12_4h	1147	136645	136670	LT934125.1	+	26	136645	401.5258	4h	PC_12	1309
PC_12_8h	1147	136645	136664	LT934125.1	+	20	136645	62.699856	8h	PC_12	1309
C6_8h	1147	136650	136670	LT934125.1	+	21	136664	129.1364	8h	C6	1309
NRK_1h	1147	136657	136657	LT934125.1	+	1	136657	10101.010101	1h	NRK	1309
PC_12_12h	1147	136664	136665	LT934125.1	+	2	136664	61.430512	12h	PC_12	1309
PC_12_6h	1147	136664	136673	LT934125.1	+	10	136664	319.812376	6h	PC_12	1309
PK_15_12h	1147	136664	136664	LT934125.1	+	1	136664	13.729977	12h	PK_15	1309
PK_15_6h	1147	136664	136670	LT934125.1	+	7	136664	153.227042	6h	PK_15	1309
PK_15_8h	1147	136664	136670	LT934125.1	+	7	136664	65.789761	8h	PK_15	1309
C6_6h	1147	136670	136670	LT934125.1	+	1	136670	172.488141	6h	C6	1309
PK_15_1h	1148	136765	136765	LT934125.1	+	1	136765	2923.976608	1h	PK_15	1310
PK_15_2h	1148	136765	136765	LT934125.1	+	1	136765	362.056481	2h	PK_15	1310
PK_15_6h	1149	136847	136847	LT934125.1	+	1	136847	16.129162	6h	PK_15	1311
PC_12_6h	1149	136862	136862	LT934125.1	+	1	136862	26.651031	6h	PC_12	1312
PC_12_4h	1150	136921	136921	LT934125.1	+	1	136921	100.38145	4h	PC_12	1313
PC_12_6h	1151	136983	136983	LT934125.1	+	1	136983	26.651031	6h	PC_12	1314
C6_6h	1152	137044	137044	LT934125.1	+	1	137044	86.244071	6h	C6	1315
PK_15_4h	1152	137061	137061	LT934125.1	+	1	137061	40.594301	4h	PK_15	1316
PC_12_4h	1153	137108	137108	LT934125.1	+	1	137108	100.38145	4h	PC_12	1317
PC_12_8h	1153	137108	137140	LT934125.1	+	33	137108	94.049784	8h	PC_12	1317
PK_15_12h	1153	137111	137111	LT934125.1	+	1	137111	11.441648	12h	PK_15	1317
C6_12h	1153	137112	137112	LT934125.1	+	1	137112	20.980635	12h	C6	1317
PC_12_12h	1153	137112	137112	LT934125.1	+	1	137112	34.128062	12h	PC_12	1317
PK_15_8h	1153	137112	137112	LT934125.1	+	1	137112	30.701889	8h	PK_15	1317
C6_8h	1154	137151	137151	LT934125.1	+	1	137151	32.2841	8h	C6	1318
PK_15_6h	1155	137185	137185	LT934125.1	+	1	137185	16.129162	6h	PK_15	1319
C6_4h	1156	137340	137340	LT934125.1	+	1	137340	525.486075	4h	C6	1320
PC_12_6h	1157	137368	137392	LT934125.1	+	25	137368	53.302062	6h	PC_12	1321
PK_15_6h	1158	137420	137420	LT934125.1	+	1	137420	16.129162	6h	PK_15	1322
PK_15_1h	1159	137455	137472	LT934125.1	+	18	137455	5847.953216	1h	PK_15	1323
PK_15_4h	1160	137482	137482	LT934125.1	+	1	137482	40.594301	4h	PK_15	1324
C6_8h	1161	137528	137528	LT934125.1	+	1	137528	32.2841	8h	C6	1325
PK_15_4h	1162	137751	137751	LT934125.1	+	1	137751	40.594301	4h	PK_15	1326
PC_12_8h	1163	137820	137820	LT934125.1	+	1	137820	31.349928	8h	PC_12	1327
PK_15_1h	1163	137822	137822	LT934125.1	+	1	137822	2923.976608	1h	PK_15	1328
PC_12_6h	1164	137875	137875	LT934125.1	+	1	137875	26.651031	6h	PC_12	1329
PK_15_2h	1165	137952	137952	LT934125.1	+	1	137952	362.056481	2h	PK_15	1330
PC_12_8h	1166	138099	138099	LT934125.1	+	1	138099	31.349928	8h	PC_12	1331
C6_2h	1167	138178	138178	LT934125.1	+	1	138178	1172.332943	2h	C6	1332
PK_15_4h	1167	138188	138188	LT934125.1	+	1	138188	40.594301	4h	PK_15	1333
PK_15_12h	1168	138228	138228	LT934125.1	+	1	138228	11.441648	12h	PK_15	1334
PC_12_6h	1169	138326	138326	LT934125.1	+	1	138326	26.651031	6h	PC_12	1335
PK_15_1h	1170	138362	138362	LT934125.1	+	1	138362	2923.976608	1h	PK_15	1336
PK_15_6h	1170	138364	138364	LT934125.1	+	1	138364	16.129162	6h	PK_15	1337
PC_12_4h	1171	138507	138507	LT934125.1	+	1	138507	100.38145	4h	PC_12	1338
PK_15_4h	1172	138586	138586	LT934125.1	+	1	138586	40.594301	4h	PK_15	1339
PK_15_2h	1172	138601	138601	LT934125.1	+	1	138601	362.056481	2h	PK_15	1340
