sample,hpi,Time,libtype,group,cell_line,sample_name,seqnames,strand,pos,count,endtype
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119080,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119099,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119138,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119188,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119190,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,119190,3,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119312,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119329,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119348,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119440,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119463,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,119476,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,119491,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,119491,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119498,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,119505,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,119544,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119583,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119608,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119610,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119629,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,119638,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119639,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,119777,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,119908,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120007,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120010,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120013,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120030,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,120107,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120125,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,120202,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120237,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120247,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120251,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,120258,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120267,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,120290,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120297,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120331,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120351,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120404,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120414,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120415,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120428,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120428,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120429,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120431,3,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120431,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120462,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120504,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120569,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120586,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120614,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,120660,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120661,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120715,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120794,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120860,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120878,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120880,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120880,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120881,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120882,6,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120886,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120917,2,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,120917,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,120917,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,120941,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,121000,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121027,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,121033,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,121071,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,121106,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121158,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121323,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121327,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121334,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121403,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121441,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121688,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,121692,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121699,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,121791,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,121960,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,121994,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122020,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122020,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,122085,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122096,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122101,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,122101,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122128,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122207,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122249,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122250,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122345,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122413,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122421,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122425,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122433,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,122439,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122473,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122611,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122656,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122657,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,122741,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122758,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,122781,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,122789,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,122925,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123024,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123115,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123158,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123195,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123283,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123285,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123320,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123339,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,123420,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,123422,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123464,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,123500,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123571,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123578,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123581,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,123596,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123670,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,123802,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123907,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,123975,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,124082,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124111,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124152,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124260,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,124260,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124350,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124519,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124700,7,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,124700,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124701,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124703,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124704,93,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,124704,13,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,124704,19,prime5
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,124704,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,124704,6,prime5
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,124704,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124705,74,prime5
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,124705,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124710,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,124747,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124859,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124862,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124884,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,124905,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124916,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,124937,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,125018,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,125248,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,125265,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,125309,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,125536,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,125537,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,125594,1,prime5
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,125611,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,125613,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,125720,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,125816,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,125824,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,125935,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,125966,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126012,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126022,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,126109,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,126109,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126132,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126133,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126139,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126145,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,126157,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126160,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126175,3,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126180,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,126195,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126203,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126209,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126224,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126260,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126262,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126266,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126273,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126274,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126277,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126302,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,126302,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126304,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126345,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126354,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126356,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126402,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126410,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126413,3,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,126413,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126416,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126420,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,126420,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126421,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126422,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126440,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126448,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126470,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126471,4,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126484,3,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126485,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126486,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126491,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126499,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,126508,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126510,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,126517,1,prime5
